Make,Model,Year,Color,Price,Horsepower,FuelEconomy,Trim
Jeep,Grand Cherokee,2021,Charcoal,27848,293,22,Laredo
Jeep,Grand Cherokee,2025,White,37290,293,22,Laredo
Ram,1500,2020,White,65075,702,12,TRX
Hyundai,Tucson,2022,Charcoal,24831,187,28,SEL
Subaru,Outback,2024,Burgundy,26948,182,28,Base
Chevrolet,Tahoe,2021,Matte Black,45395,355,17,LT
Kia,Telluride,2024,Blue,32119,291,23,LX
BMW,X5,2022,Pearl White,51014,375,25,sDrive40i
Volkswagen,Jetta,2024,Charcoal,30997,228,30,GLI Autobahn
Nissan,Rogue,2023,Matte Black,26926,201,33,SV
Ram,1500,2021,Charcoal,47299,395,22,Limited
Mercedes-Benz,C-Class,2020,Pearl White,32183,255,30,C 300
Mercedes-Benz,GLE,2022,Grey,66701,429,20,AMG GLE 53
Ram,1500,2020,Orange,36392,395,22,Laramie
Tesla,Model 3,2025,Charcoal,48581,393,130,Long Range
Hyundai,Elantra,2025,Matte Black,32657,276,24,N
Honda,CR-V,2024,Grey,31960,204,40,Sport Hybrid
Honda,CR-V,2024,Blue,30567,190,30,EX
Mercedes-Benz,C-Class,2020,Grey,40976,402,22,AMG C 43
Ram,1500,2025,Midnight Blue,67913,395,22,Limited
Mercedes-Benz,C-Class,2024,Silver,44017,255,30,C 300
Honda,Civic,2023,Burgundy,21278,180,36,EX
Subaru,Crosstrek,2025,Black,28444,182,29,Sport
Hyundai,Elantra,2024,Green,32717,276,24,N
Toyota,Camry,2022,Grey,24866,301,25,TRD
Hyundai,Elantra,2023,Red,19079,147,36,SE
Tesla,Model 3,2023,Orange,33976,279,132,RWD
Nissan,Altima,2023,Yellow,29116,248,29,SR VC-Turbo
BMW,3 Series,2021,Midnight Blue,33690,255,29,330i
Ford,Bronco,2023,Grey,42083,275,17,Badlands
Nissan,Rogue,2020,Matte Black,20785,201,33,S
Nissan,Altima,2024,Silver,25879,188,32,SR
Tesla,Model Y,2022,Burgundy,39459,384,122,Long Range
Honda,Pilot,2023,Midnight Blue,42381,285,20,TrailSport
Mercedes-Benz,C-Class,2021,Pearl White,44467,402,22,AMG C 43
Jeep,Wrangler,2024,Red,27714,285,20,Sport
Subaru,Outback,2024,Midnight Blue,27273,182,28,Base
Subaru,Crosstrek,2023,Blue,26597,182,29,Sport
BMW,3 Series,2023,Yellow,38645,255,29,330i
Ram,1500,2024,White,36218,305,23,Tradesman
Toyota,RAV4,2023,Matte Black,30934,203,28,Adventure
Subaru,Outback,2024,Grey,35359,260,26,Onyx Edition XT
Hyundai,Elantra,2023,Yellow,21398,147,34,SEL
Nissan,Altima,2022,Red,26192,248,29,SR VC-Turbo
Tesla,Model S,2025,Grey,88733,1020,116,Plaid
Volkswagen,Jetta,2020,Grey,15916,158,34,Sport
Chevrolet,Tahoe,2022,Green,47054,355,17,LT
Mercedes-Benz,GLE,2021,Midnight Blue,50748,375,22,GLE 450
Audi,A4,2021,Silver,30753,201,30,Premium 40
Tesla,Model Y,2024,Orange,44690,384,122,Long Range
Hyundai,Tucson,2024,Red,25696,187,28,SE
Kia,Telluride,2022,Orange,30604,291,23,S
Tesla,Model 3,2023,Matte Black,34428,279,132,RWD
Audi,A4,2022,Blue,35195,261,28,Premium Plus 45
Subaru,Outback,2024,Burgundy,30684,182,28,Premium
Kia,K5,2025,Green,27124,180,31,LXS
Jeep,Wrangler,2025,Blue,30241,285,20,Sport
Kia,K5,2021,Black,21051,290,27,GT
Ford,F-150,2025,Matte Black,38314,325,20,XL
Subaru,Crosstrek,2022,Charcoal,24113,182,29,Limited
Jeep,Wrangler,2024,White,38375,285,19,Willys
Mercedes-Benz,GLE,2022,Silver,55940,375,22,GLE 450
Toyota,Camry,2024,Yellow,30023,301,25,TRD
Hyundai,Elantra,2024,Red,25099,201,31,N Line
Volkswagen,Tiguan,2025,Silver,29296,184,27,S
Honda,CR-V,2023,Burgundy,28593,204,40,Sport Hybrid
Audi,A4,2022,White,44279,349,24,S4
Kia,K5,2020,Matte Black,21413,290,27,GT
Kia,Telluride,2023,Matte Black,31427,291,23,S
Mercedes-Benz,GLE,2023,Midnight Blue,60051,375,22,GLE 450
Honda,CR-V,2025,Green,31896,190,30,EX
Ram,1500,2020,Grey,61883,702,12,TRX
BMW,X5,2023,Green,74838,523,19,M60i
Honda,Pilot,2024,Pearl White,43368,285,20,TrailSport
Toyota,Camry,2020,Pearl White,22009,301,25,TRD
Nissan,Altima,2021,White,25074,248,29,SR VC-Turbo
BMW,X5,2023,Charcoal,76883,523,19,M60i
Mercedes-Benz,GLE,2022,Blue,53496,375,22,GLE 450
Volkswagen,Tiguan,2021,White,20492,184,27,S
Nissan,Rogue,2022,Black,23888,201,33,S
Subaru,Outback,2022,Grey,24041,182,28,Base
Hyundai,Elantra,2024,Grey,21450,147,34,SEL
Chevrolet,Silverado 1500,2024,Charcoal,45608,310,20,LT
Volkswagen,Jetta,2022,Red,17514,158,34,S
Subaru,Crosstrek,2025,Charcoal,23572,152,29,Base
Honda,Pilot,2025,Green,42318,285,22,EX-L
Volkswagen,Tiguan,2024,Matte Black,36104,184,26,SEL R-Line
Volkswagen,Tiguan,2020,Orange,20841,184,27,S
Ford,Bronco,2022,Black,38152,275,20,Outer Banks
Hyundai,Elantra,2023,Charcoal,22764,201,31,N Line
Subaru,Crosstrek,2022,Silver,23545,182,29,Sport
Tesla,Model Y,2023,Orange,45364,456,111,Performance
Honda,Pilot,2022,Grey,37417,285,20,TrailSport
Toyota,Prius,2022,Burgundy,23308,194,52,XLE
Jeep,Wrangler,2022,Green,31417,285,19,Willys
Nissan,Rogue,2023,Black,31423,201,33,Platinum
Mercedes-Benz,GLE,2022,Grey,49223,255,24,GLE 350
Volkswagen,Jetta,2020,Red,13963,158,34,S
Nissan,Altima,2023,Grey,25477,188,32,SR
Kia,Telluride,2024,Midnight Blue,45911,291,23,SX Prestige
BMW,3 Series,2025,Blue,76223,473,19,M3
Toyota,Prius,2021,Blue,24847,194,52,Limited
Toyota,Prius,2021,Red,20577,194,57,LE
Ford,Mustang,2021,Pearl White,28615,480,18,GT
Ram,1500,2024,Red,62758,395,22,Limited
Ram,1500,2020,Grey,43846,395,22,Limited
Ram,1500,2023,Red,37571,305,23,Big Horn
Chevrolet,Tahoe,2023,Silver,51209,355,17,LT
Ram,1500,2024,Burgundy,60670,395,22,Limited
Mercedes-Benz,GLE,2022,Orange,68778,429,20,AMG GLE 53
Hyundai,Tucson,2024,Grey,26267,187,28,SEL
Tesla,Model 3,2023,Grey,40149,393,130,Long Range
Volkswagen,Jetta,2022,Black,16698,158,34,S
Honda,Pilot,2022,Yellow,37103,285,20,TrailSport
Hyundai,Tucson,2022,White,21539,187,28,SEL
Volkswagen,Jetta,2024,Orange,21128,158,34,S
Chevrolet,Corvette,2020,Midnight Blue,50995,490,19,Stingray 3LT
Honda,Pilot,2024,Charcoal,44814,285,20,TrailSport
Nissan,Rogue,2022,Black,32378,201,33,Platinum
Chevrolet,Corvette,2020,Orange,51391,490,19,Stingray 2LT
Toyota,RAV4,2024,Blue,31215,203,28,Adventure
Kia,K5,2023,Silver,19803,180,31,LXS
Ram,1500,2023,White,44924,395,22,Laramie
Chevrolet,Silverado 1500,2021,Grey,34511,310,20,LT
Ford,F-150,2024,Matte Black,70695,450,16,Raptor
BMW,3 Series,2023,Yellow,47003,382,26,M340i
Subaru,Outback,2022,Yellow,23087,182,28,Premium
Volkswagen,Tiguan,2022,Green,23849,184,27,SE
Hyundai,Tucson,2024,Burgundy,23250,187,28,SE
Jeep,Grand Cherokee,2024,Red,57192,293,22,Summit
BMW,3 Series,2024,Pearl White,68209,473,19,M3
Mercedes-Benz,C-Class,2021,Matte Black,33489,255,30,C 300
Ford,Explorer,2023,Charcoal,38153,300,24,ST-Line
Ram,1500,2024,Burgundy,39624,305,23,Big Horn
Tesla,Model 3,2023,White,32128,279,132,RWD
Nissan,Altima,2020,Blue,21981,248,29,SR VC-Turbo
Nissan,Altima,2024,Green,32462,248,29,SR VC-Turbo
Ram,1500,2023,Charcoal,36264,305,23,Big Horn
Honda,CR-V,2022,Grey,23051,190,30,EX
Volkswagen,Tiguan,2022,Yellow,23302,184,27,S
Nissan,Rogue,2020,Orange,18496,201,33,S
Toyota,Tacoma,2025,Orange,37405,278,20,TRD Sport
Chevrolet,Corvette,2023,Grey,57933,490,19,Stingray 1LT
BMW,3 Series,2024,Red,53330,382,26,M340i
BMW,X5,2021,Blue,52048,483,58,xDrive50e
Chevrolet,Tahoe,2021,Yellow,40592,355,17,LS
Ram,1500,2024,Orange,49750,395,22,Laramie
Kia,K5,2020,Charcoal,17208,180,31,GT-Line
BMW,3 Series,2025,Blue,58239,382,26,M340i
Mercedes-Benz,GLE,2025,Pearl White,61442,255,24,GLE 350
Nissan,Rogue,2023,Red,24122,201,33,SV
Ford,Mustang,2024,Orange,30003,315,26,EcoBoost
BMW,X5,2024,Yellow,80826,523,19,M60i
Subaru,Crosstrek,2022,Silver,24698,182,29,Limited
Jeep,Wrangler,2025,Midnight Blue,31252,285,20,Sport
Audi,A4,2024,Matte Black,51231,349,24,S4
Subaru,Outback,2023,Blue,27010,182,28,Premium
Volkswagen,Jetta,2024,Red,21900,158,34,Sport
Toyota,RAV4,2020,Grey,24671,203,28,Adventure
Ram,1500,2020,Pearl White,62657,702,12,TRX
Jeep,Grand Cherokee,2024,Midnight Blue,42404,293,22,Limited
Chevrolet,Tahoe,2022,Yellow,47982,355,17,LT
Nissan,Rogue,2023,Pearl White,33439,201,33,Platinum
Mercedes-Benz,C-Class,2024,Red,44083,255,30,C 300
Ford,Bronco,2023,Black,32468,275,20,Big Bend
Subaru,Crosstrek,2023,Grey,23828,182,29,Sport
Mercedes-Benz,GLE,2022,Yellow,52489,375,22,GLE 450
Nissan,Altima,2022,Charcoal,25867,248,29,SR VC-Turbo
Ram,1500,2024,Pearl White,36161,305,23,Tradesman
Audi,A4,2021,Grey,39810,349,24,S4
Subaru,Outback,2021,Yellow,21272,182,28,Premium
Nissan,Rogue,2022,White,24939,201,33,SV
Volkswagen,Jetta,2023,Burgundy,26118,228,30,GLI Autobahn
Honda,Civic,2021,Pearl White,18442,180,36,EX
Ram,1500,2020,White,28890,305,23,Big Horn
Chevrolet,Silverado 1500,2023,Orange,40595,310,20,LT
Chevrolet,Silverado 1500,2022,Midnight Blue,36440,310,20,LT
Mercedes-Benz,C-Class,2021,Red,33199,255,30,C 300
Subaru,Outback,2021,Charcoal,21148,182,28,Base
Toyota,Camry,2024,Pearl White,26472,203,32,SE
Subaru,Outback,2022,Matte Black,31168,260,23,Wilderness
Mercedes-Benz,C-Class,2023,Burgundy,51585,402,22,AMG C 43
Kia,Telluride,2022,Matte Black,29067,291,23,LX
Jeep,Grand Cherokee,2020,Blue,43033,293,22,Summit
Tesla,Model S,2022,Yellow,58939,670,120,Long Range
Kia,Telluride,2024,Charcoal,32931,291,23,LX
Jeep,Grand Cherokee,2024,Silver,33250,293,22,Laredo
Audi,Q5,2022,Blue,36076,201,26,Premium 40
Jeep,Wrangler,2022,Blue,36878,285,17,Rubicon
Audi,Q5,2022,Silver,34126,201,26,Premium 40
Audi,Q5,2021,Charcoal,38904,349,21,SQ5
Ford,F-150,2023,Black,39663,325,20,XLT
Honda,CR-V,2021,Red,20626,190,30,LX
Kia,Telluride,2024,Silver,31735,291,23,LX
Honda,CR-V,2020,White,18459,190,30,LX
Kia,Telluride,2023,Red,31705,291,23,LX
Volkswagen,Tiguan,2024,Green,27284,184,27,S
Toyota,RAV4,2021,Yellow,26466,203,28,Adventure
Mercedes-Benz,GLE,2023,White,53548,255,24,GLE 350
Audi,Q5,2024,Yellow,46637,261,25,Premium Plus 45
Nissan,Rogue,2024,Silver,37070,201,33,Platinum
Hyundai,Elantra,2020,Matte Black,23445,276,24,N
Subaru,Outback,2025,Charcoal,40020,260,26,Onyx Edition XT
Jeep,Grand Cherokee,2023,Yellow,51512,293,22,Summit
Honda,Pilot,2020,Burgundy,33458,285,20,TrailSport
Honda,Pilot,2025,Yellow,40759,285,22,Sport
Chevrolet,Tahoe,2023,Pearl White,66412,420,16,High Country
Hyundai,Elantra,2024,Grey,20987,147,34,SEL
Ford,Mustang,2022,Black,34015,480,18,GT
Toyota,Prius,2024,Red,29401,194,52,XLE
BMW,3 Series,2021,Green,42438,382,26,M340i
Honda,CR-V,2024,Green,31676,204,40,Sport Hybrid
Honda,Civic,2023,Matte Black,21086,158,33,Sport
Jeep,Wrangler,2025,Matte Black,49172,285,17,Rubicon
Ford,Explorer,2025,Charcoal,46283,300,24,ST-Line
Jeep,Wrangler,2020,Green,21769,285,20,Sport
Volkswagen,Tiguan,2025,Burgundy,28892,184,27,S
BMW,3 Series,2023,Grey,37545,255,29,330i
BMW,X5,2021,Matte Black,50805,483,58,xDrive50e
Hyundai,Elantra,2024,Orange,27349,201,31,N Line
Subaru,Outback,2023,Burgundy,24264,182,28,Base
Honda,Pilot,2025,Matte Black,39679,285,22,Sport
Volkswagen,Tiguan,2023,Silver,24006,184,27,S
Ram,1500,2024,Pearl White,87166,702,12,TRX
Kia,Telluride,2021,Silver,28474,291,23,S
Toyota,RAV4,2024,Red,32116,203,28,Adventure
Subaru,Outback,2025,Yellow,41786,260,23,Wilderness
Toyota,Camry,2024,Orange,29270,203,31,XLE
Volkswagen,Tiguan,2025,Blue,28391,184,27,S
Ford,F-150,2020,Yellow,52796,450,16,Raptor
Nissan,Rogue,2024,Yellow,37360,201,33,Platinum
Hyundai,Tucson,2020,Grey,16771,187,28,SE
Ford,Bronco,2024,Blue,44914,275,20,Outer Banks
Tesla,Model S,2022,Matte Black,56597,670,120,Long Range
Jeep,Grand Cherokee,2023,White,54541,293,22,Summit
Ram,1500,2022,Burgundy,36372,305,23,Big Horn
Tesla,Model 3,2023,Matte Black,31754,279,132,RWD
Ford,F-150,2024,Blue,58156,400,20,Lariat
Mercedes-Benz,C-Class,2020,Matte Black,38067,402,22,AMG C 43
Hyundai,Elantra,2024,Blue,28183,201,31,N Line
Jeep,Grand Cherokee,2022,Orange,28816,293,22,Laredo
Toyota,RAV4,2024,Midnight Blue,28157,203,30,XLE
Hyundai,Elantra,2023,Green,19715,147,34,SEL
Tesla,Model S,2023,Green,62888,670,120,Long Range
Honda,CR-V,2020,Burgundy,17482,190,30,LX
Toyota,Camry,2021,Matte Black,22985,203,31,XLE
Hyundai,Elantra,2024,Silver,25654,201,31,N Line
Tesla,Model Y,2023,Burgundy,43393,456,111,Performance
Toyota,RAV4,2021,Red,20016,203,30,XLE
Subaru,Crosstrek,2025,Matte Black,23877,152,29,Base
BMW,X5,2024,Pearl White,60606,375,25,sDrive40i
Audi,A4,2022,Orange,36896,261,28,Premium Plus 45
Ford,F-150,2022,Green,27697,325,20,XL
Ford,Explorer,2025,Grey,36928,300,24,XLT
Chevrolet,Corvette,2022,Midnight Blue,59939,490,19,Stingray 2LT
Toyota,RAV4,2022,Pearl White,26946,203,28,Adventure
Audi,A4,2022,Black,35172,261,28,Premium Plus 45
BMW,X5,2025,Midnight Blue,73909,483,58,xDrive50e
Jeep,Grand Cherokee,2024,Pearl White,40288,293,22,Limited
Ram,1500,2022,Green,43397,395,22,Laramie
Audi,A4,2023,Red,37411,261,28,Premium Plus 45
Audi,Q5,2020,Black,30001,201,26,Premium 40
Tesla,Model Y,2020,Matte Black,34493,456,111,Performance
Honda,CR-V,2022,White,22919,190,30,LX
Nissan,Rogue,2023,Pearl White,26633,201,33,SV
Chevrolet,Silverado 1500,2025,Pearl White,46077,310,20,LT
Ram,1500,2025,Silver,44623,305,23,Big Horn
Kia,K5,2022,Black,18076,180,31,LXS
Audi,Q5,2024,Grey,50762,349,21,SQ5
Subaru,Outback,2024,Charcoal,27167,182,28,Base
Chevrolet,Corvette,2024,Midnight Blue,68929,490,19,Stingray 2LT
Subaru,Crosstrek,2022,Pearl White,19242,152,29,Base
Audi,A4,2023,Burgundy,36853,201,30,Premium 40
BMW,X5,2024,Blue,83734,523,19,M60i
Mercedes-Benz,C-Class,2024,Red,42401,255,30,C 300
Chevrolet,Tahoe,2024,Silver,72136,420,16,High Country
Tesla,Model S,2020,Black,48363,670,120,Long Range
Mercedes-Benz,C-Class,2022,Black,45959,402,22,AMG C 43
BMW,X5,2025,White,70768,483,58,xDrive50e
Tesla,Model S,2023,Silver,64049,670,120,Long Range
Subaru,Outback,2023,Matte Black,25414,182,28,Base
Tesla,Model 3,2021,Yellow,28644,279,132,RWD
Tesla,Model Y,2025,Green,53605,456,111,Performance
Volkswagen,Jetta,2024,Blue,27693,228,30,GLI Autobahn
Ram,1500,2022,Green,32540,305,23,Tradesman
Hyundai,Elantra,2022,Matte Black,22560,201,31,N Line
Jeep,Grand Cherokee,2021,Yellow,44853,293,22,Summit
Hyundai,Elantra,2023,Green,20186,147,36,SE
Volkswagen,Jetta,2020,Pearl White,13628,158,34,S
Hyundai,Elantra,2020,Green,21885,276,24,N
Kia,K5,2021,Matte Black,20687,180,31,GT-Line
Nissan,Rogue,2023,Charcoal,31306,201,33,Platinum
Jeep,Wrangler,2023,Burgundy,27857,285,20,Sport
Ram,1500,2023,Midnight Blue,56073,395,22,Limited
Audi,Q5,2022,Midnight Blue,35447,201,26,Premium 40
Audi,A4,2023,Midnight Blue,38379,261,28,Premium Plus 45
Subaru,Crosstrek,2021,Black,23077,182,29,Limited
Volkswagen,Jetta,2020,Burgundy,13704,158,34,S
Hyundai,Elantra,2023,Burgundy,28860,276,24,N
Subaru,Crosstrek,2024,Yellow,27225,182,29,Limited
Nissan,Rogue,2023,Burgundy,34144,201,33,Platinum
Subaru,Outback,2024,Pearl White,25756,182,28,Base
Subaru,Crosstrek,2024,Pearl White,23818,152,29,Base
Nissan,Altima,2023,Yellow,30481,248,29,SR VC-Turbo
Toyota,Prius,2024,Charcoal,27920,194,52,XLE
Mercedes-Benz,C-Class,2020,Midnight Blue,29240,255,30,C 300
Chevrolet,Silverado 1500,2022,Grey,38723,310,20,LT
Jeep,Wrangler,2024,Matte Black,86679,470,14,Rubicon 392
Tesla,Model S,2023,Grey,77638,1020,116,Plaid
Ram,1500,2021,Pearl White,68479,702,12,TRX
BMW,X5,2022,Grey,57656,483,58,xDrive50e
Chevrolet,Tahoe,2023,Charcoal,47963,355,17,LS
Chevrolet,Corvette,2024,Charcoal,69807,490,19,Stingray 2LT
BMW,3 Series,2023,Pearl White,38441,255,29,330i
Mercedes-Benz,GLE,2024,Grey,78367,429,20,AMG GLE 53
Subaru,Outback,2025,Grey,40767,260,26,Onyx Edition XT
Honda,CR-V,2020,Yellow,21468,204,40,Sport Hybrid
Jeep,Wrangler,2021,Matte Black,64990,470,14,Rubicon 392
Chevrolet,Silverado 1500,2024,Pearl White,48833,355,19,RST
Mercedes-Benz,GLE,2024,Yellow,57389,255,24,GLE 350
Mercedes-Benz,C-Class,2024,Yellow,44282,255,30,C 300
Nissan,Altima,2024,Green,23014,188,32,S
Nissan,Altima,2022,Burgundy,22762,188,32,SR
Hyundai,Tucson,2020,Grey,21553,226,38,Hybrid Blue
Hyundai,Tucson,2020,Black,17810,187,28,SEL
Chevrolet,Silverado 1500,2020,Charcoal,46494,420,15,ZR2
Volkswagen,Jetta,2024,Silver,18166,158,34,S
Ford,Bronco,2022,Orange,28497,275,20,Big Bend
Honda,Pilot,2024,Burgundy,37520,285,22,EX-L
Chevrolet,Corvette,2023,Charcoal,58752,490,19,Stingray 1LT
Kia,K5,2024,Burgundy,24425,180,31,LXS
Subaru,Crosstrek,2025,Matte Black,27526,182,29,Sport
Nissan,Altima,2024,Grey,25503,188,32,SR
Kia,K5,2020,Yellow,18775,180,31,GT-Line
Hyundai,Tucson,2023,Charcoal,26111,187,28,SEL
Audi,Q5,2023,Yellow,40195,201,26,Premium 40
Honda,Pilot,2023,Red,42047,285,20,TrailSport
Volkswagen,Jetta,2024,Pearl White,29786,228,30,GLI Autobahn
BMW,3 Series,2025,Grey,55834,382,26,M340i
Ford,F-150,2021,Midnight Blue,55347,450,16,Raptor
Jeep,Grand Cherokee,2024,Red,57157,293,22,Summit
Chevrolet,Silverado 1500,2023,Black,46516,355,19,RST
Volkswagen,Tiguan,2023,White,26178,184,27,S
Jeep,Grand Cherokee,2024,White,55646,293,22,Summit
Subaru,Outback,2024,White,35747,260,23,Wilderness
Mercedes-Benz,GLE,2024,Grey,63733,375,22,GLE 450
Audi,A4,2022,Charcoal,35475,261,28,Premium Plus 45
Volkswagen,Tiguan,2025,Orange,31984,184,27,SE
Volkswagen,Jetta,2024,Blue,28650,228,30,GLI Autobahn
Jeep,Grand Cherokee,2020,Yellow,40407,293,22,Summit
Hyundai,Elantra,2024,Red,18276,147,36,SE
Subaru,Outback,2020,Grey,27392,260,23,Wilderness
Mercedes-Benz,C-Class,2024,Yellow,43404,255,30,C 300
Volkswagen,Jetta,2022,Green,17589,158,34,S
Jeep,Wrangler,2024,Charcoal,84615,470,14,Rubicon 392
Kia,K5,2021,Yellow,18105,180,31,GT-Line
Honda,Pilot,2021,Orange,29739,285,22,EX-L
BMW,3 Series,2025,Pearl White,58701,382,26,M340i
Jeep,Wrangler,2024,Charcoal,30680,285,20,Sport
BMW,3 Series,2023,Red,37989,255,29,330i
Ram,1500,2024,Matte Black,42354,305,23,Big Horn
Toyota,RAV4,2024,Blue,26633,203,30,LE
Mercedes-Benz,GLE,2024,Matte Black,65525,375,22,GLE 450
Subaru,Crosstrek,2024,Burgundy,25997,182,29,Sport
Ram,1500,2020,Black,36678,395,22,Laramie
Subaru,Outback,2021,Black,28535,260,23,Wilderness
Volkswagen,Tiguan,2022,Burgundy,23931,184,27,S
Audi,A4,2022,Silver,36976,261,28,Premium Plus 45
Kia,Telluride,2022,Pearl White,28847,291,23,S
Ford,Mustang,2024,Matte Black,53532,500,17,Dark Horse
Hyundai,Tucson,2023,Burgundy,24659,187,28,SE
Mercedes-Benz,C-Class,2023,Blue,52031,402,22,AMG C 43
Volkswagen,Tiguan,2024,Midnight Blue,30725,184,27,SE
Kia,Telluride,2025,Charcoal,36326,291,23,S
Subaru,Outback,2022,Matte Black,32073,260,26,Onyx Edition XT
Toyota,Prius,2022,Pearl White,21787,194,57,LE
Hyundai,Elantra,2021,Silver,18592,201,31,N Line
Honda,CR-V,2022,Black,22054,190,30,LX
Volkswagen,Jetta,2023,White,27148,228,30,GLI Autobahn
Subaru,Outback,2025,Matte Black,41341,260,26,Onyx Edition XT
Honda,Civic,2023,Orange,24051,180,34,Touring
Chevrolet,Tahoe,2021,Charcoal,39020,355,17,LS
BMW,3 Series,2023,Charcoal,50465,382,26,M340i
Kia,Telluride,2023,Burgundy,32467,291,23,LX
Audi,Q5,2024,Blue,47617,261,25,Premium Plus 45
Volkswagen,Tiguan,2020,Midnight Blue,19551,184,27,SE
Jeep,Grand Cherokee,2024,Black,34384,293,22,Laredo
Ram,1500,2022,Burgundy,34270,305,23,Big Horn
Volkswagen,Tiguan,2022,Green,21494,184,27,S
Ford,Bronco,2025,Blue,48871,275,20,Outer Banks
Kia,K5,2023,Yellow,27321,290,27,GT
Chevrolet,Tahoe,2023,Matte Black,49534,355,17,LS
Mercedes-Benz,GLE,2023,Black,60234,375,22,GLE 450
Mercedes-Benz,GLE,2024,Red,80494,429,20,AMG GLE 53
Kia,K5,2022,White,20274,180,31,GT-Line
Chevrolet,Corvette,2024,White,61830,490,19,Stingray 1LT
Tesla,Model 3,2022,Pearl White,38695,393,130,Long Range
Mercedes-Benz,GLE,2020,Yellow,55475,429,20,AMG GLE 53
Honda,Civic,2022,Silver,23913,180,34,Touring
Mercedes-Benz,GLE,2025,Charcoal,63305,255,24,GLE 350
Ram,1500,2024,Matte Black,62012,395,22,Limited
Toyota,Tacoma,2022,Silver,42199,278,21,Limited
Jeep,Grand Cherokee,2022,Red,28439,293,22,Laredo
Audi,A4,2024,White,52060,349,24,S4
Ford,F-150,2024,White,58919,400,20,Lariat
Ford,Mustang,2024,Grey,40250,480,18,GT
Ford,Bronco,2023,Midnight Blue,40886,275,20,Outer Banks
Ford,Explorer,2022,Red,37326,300,24,ST-Line
Audi,A4,2025,White,45815,261,28,Premium Plus 45
Honda,CR-V,2025,Matte Black,33987,190,30,EX
Ford,Mustang,2022,Silver,25731,315,26,EcoBoost
Jeep,Wrangler,2020,Matte Black,19732,285,20,Sport
Hyundai,Elantra,2024,Green,23418,147,34,SEL
Ford,F-150,2025,Yellow,65802,400,20,Lariat
Nissan,Altima,2024,Charcoal,34633,248,29,SR VC-Turbo
Audi,Q5,2020,Matte Black,33862,261,25,Premium Plus 45
BMW,X5,2024,Yellow,61055,375,25,sDrive40i
Volkswagen,Jetta,2024,Matte Black,18851,158,34,S
Ram,1500,2023,Burgundy,37753,305,23,Big Horn
Toyota,Camry,2021,Burgundy,17479,203,32,LE
Hyundai,Tucson,2024,Blue,25402,187,28,SE
Ford,F-150,2024,Yellow,60998,400,20,Lariat
Chevrolet,Tahoe,2024,Grey,70651,420,16,High Country
Nissan,Altima,2025,Black,35422,248,29,SR VC-Turbo
Chevrolet,Corvette,2024,Grey,75427,490,19,Stingray 3LT
Mercedes-Benz,GLE,2025,Grey,87215,429,20,AMG GLE 53
Jeep,Grand Cherokee,2025,Burgundy,46540,293,22,Limited
Ram,1500,2022,White,33843,305,23,Big Horn
Chevrolet,Silverado 1500,2024,Burgundy,64295,420,15,ZR2
Kia,Telluride,2022,Orange,38663,291,23,SX Prestige
Tesla,Model 3,2021,Grey,33230,393,130,Long Range
Chevrolet,Silverado 1500,2023,Orange,31189,310,20,WT
Honda,CR-V,2021,Black,21366,190,30,LX
Ford,Explorer,2020,Black,22857,300,24,XLT
Chevrolet,Silverado 1500,2022,Midnight Blue,40991,355,19,RST
Honda,CR-V,2021,Blue,24383,190,30,EX
Tesla,Model Y,2024,White,47296,456,111,Performance
Subaru,Outback,2023,Orange,34540,260,23,Wilderness
Toyota,Camry,2024,Matte Black,26489,203,32,SE
Audi,A4,2024,Blue,40427,201,30,Premium 40
Ram,1500,2024,Black,41453,305,23,Big Horn
Hyundai,Tucson,2024,Silver,28946,187,28,SEL
Volkswagen,Tiguan,2020,Green,26512,184,26,SEL R-Line
Ram,1500,2023,Burgundy,37147,305,23,Big Horn
Chevrolet,Tahoe,2022,Red,44050,355,17,LS
Mercedes-Benz,C-Class,2024,Blue,41954,255,30,C 300
Subaru,Crosstrek,2024,Yellow,25007,152,29,Base
Jeep,Wrangler,2022,Burgundy,31172,285,19,Willys
Audi,A4,2024,Matte Black,49871,349,24,S4
Kia,K5,2024,Yellow,24865,180,31,GT-Line
Tesla,Model S,2022,Green,71088,1020,116,Plaid
Subaru,Crosstrek,2023,Yellow,24389,182,29,Sport
Honda,Civic,2022,Red,22441,180,34,Touring
Ram,1500,2022,Pearl White,31350,305,23,Tradesman
Tesla,Model S,2024,Midnight Blue,68608,670,120,Long Range
Volkswagen,Tiguan,2024,Matte Black,29638,184,27,SE
Subaru,Outback,2022,White,30041,260,26,Onyx Edition XT
Ram,1500,2023,White,56124,395,22,Limited
Volkswagen,Jetta,2022,Grey,26370,228,30,GLI Autobahn
Honda,CR-V,2022,Blue,23968,190,30,LX
Chevrolet,Tahoe,2024,Matte Black,57556,355,17,LT
BMW,3 Series,2023,Blue,48376,382,26,M340i
BMW,X5,2024,Midnight Blue,59223,375,25,sDrive40i
Hyundai,Tucson,2024,Charcoal,25443,187,28,SE
Volkswagen,Tiguan,2024,Pearl White,30367,184,27,SE
Mercedes-Benz,GLE,2022,Burgundy,53441,375,22,GLE 450
Toyota,Tacoma,2023,Black,43782,278,21,Limited
Volkswagen,Jetta,2020,Midnight Blue,19709,228,30,GLI Autobahn
Volkswagen,Jetta,2022,Blue,17742,158,34,Sport
